company_name,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_6384,1673.01,691.138,124.316,490.293,69.355,213.815,284.344,4258.5288,2345.61,4939.811,1502.063,365.977,1654.472,694.652,1027.781,2345.61,2394.236,1855.317
C_2768,543.287,1185.216,160.086,448.515,151.628,172.234,295.421,4184.174,1633.731,5468.642,1285.483,288.429,448.515,698.891,316.783,1633.731,3425.986,1185.216
C_6959,22.304,8.807,0.923,2.323,0.0,1.685,4.664,50.0839,28.342,23.937,0.0,1.4,19.535,13.835,-72.784,28.342,14.096,26.019
C_551,1303.877,1263.231,105.3,301.001,457.226,69.458,450.773,2678.7504,2040.132,3036.917,654.922,195.701,776.901,403.018,1426.138,2040.132,1193.79,1739.131
C_3800,1963.0,4464.0,864.0,2014.0,235.0,595.0,1148.0,15478.0605,6478.0,32167.0,5368.0,1150.0,2014.0,3004.0,1456.0,6478.0,16764.0,4464.0
C_3776,212.627,51.466,11.535,-34.382,0.0,-43.465,35.514,1327.3289,209.544,273.997,0.0,-45.917,158.078,132.017,-267.43,209.544,145.559,243.926
C_1095,322.009,848.982,41.894,100.999,7.47,58.964,98.563,1196.7548,978.681,1080.948,74.128,59.105,129.699,157.924,513.69,978.681,346.491,877.682
C_7229,9694.135,9884.381,83.157,1688.383,5151.186,1211.242,0.0,116860.0883,15794.341,25974.4,10360.058,1605.226,5909.96,6487.32,2922.777,15794.341,20735.635,14105.958
C_7594,2963.0,9317.0,233.0,82.0,1391.0,-275.0,1342.0,2064.799,9849.0,5792.0,2158.0,-151.0,532.0,2432.0,-203.0,9849.0,5439.0,9767.0
C_3102,8.175,16.725,0.194,-9.187,3.668,-14.398,0.584,6.6404,15.656,12.354,0.024,-9.381,-1.069,1.961,-6.969,15.656,1.985,24.843
C_5451,9.259,7.966,0.943,-2.522,0.0,-14.586,2.19,0.3542,19.629,9.47,2.517,-3.465,11.663,4.393,-26.306,19.629,7.289,22.151
C_4200,3.389,5.891,0.039,-2.929,0.721,-3.101,1.889,2.9004,8.622,3.52,0.032,-2.968,2.731,3.156,-29.695,8.622,3.188,11.551
C_2850,7.675,7.077,3.76,4.778,1.004,-0.058,2.273,29.2711,18.245,27.006,6.297,1.018,11.168,5.932,-24.688,18.245,12.229,13.467
C_8626,58.303,210.797,8.775,-22.141,18.807,-42.31,17.605,65.5261,283.56,120.962,7.369,-30.916,72.763,34.332,-38.012,283.56,59.972,305.701
C_8861,0.278,0.241,0.005,-2.885,0.047,-4.184,0.009,1.1269,0.239,0.31,0.0,-2.89,-0.002,0.994,-8.134,0.239,0.994,3.124
C_7523,161.255,30.197,3.554,14.728,22.233,10.708,18.238,294.5267,85.982,172.57,0.124,11.174,55.785,19.222,-22.814,85.982,20.68,71.254
C_6052,44.916,89.284,21.478,16.524,0.0,-1.349,14.718,126.2797,193.017,138.004,23.12,-4.954,103.733,34.712,-44.326,193.017,60.247,176.493
C_7569,400.597,921.098,107.538,209.804,70.029,30.111,82.686,1577.5978,1166.471,1479.697,308.422,102.266,245.373,172.961,-99.061,1166.471,725.432,956.667
C_4347,203.554,215.81,26.665,-41.797,7.504,-353.499,58.824,4.1533,323.85,309.739,0.0,-68.462,108.04,112.355,-787.755,323.85,808.458,365.647
C_1783,87.347,136.089,9.202,22.331,13.937,3.385,18.833,170.5088,237.043,150.602,16.669,13.129,100.954,44.542,48.253,237.043,61.211,214.712
C_3736,286.842,559.885,16.954,-11.587,109.35,-100.095,114.51,30.282,774.637,376.335,0.695,-28.541,214.752,309.035,-43.656,774.637,325.993,786.224
C_6884,74.216,46.577,3.304,-4.127,12.927,-8.925,14.874,111.6126,84.046,83.162,0.02,-7.431,37.469,28.695,-135.452,84.046,30.312,88.173
C_6287,392.911,353.698,50.604,93.274,167.111,-70.171,150.307,804.6539,570.45,1209.648,604.476,42.67,216.752,175.518,-32.57,570.45,910.666,477.176
C_6686,590.613,606.891,79.448,15.482,0.0,-66.564,143.417,921.5411,622.373,1058.307,2.66,-63.966,15.482,186.488,-288.961,622.373,230.274,606.891
C_5929,634.984,939.781,44.868,105.618,494.651,-11.152,37.322,261.9845,1851.647,1138.69,462.286,60.75,911.866,458.585,-273.994,1851.647,974.152,1746.029
C_1254,2324.218,1689.656,203.293,584.02,41.964,223.665,1261.583,1109.1593,3522.38,5972.903,3066.073,380.727,1832.724,1857.14,4468.351,3522.38,5733.431,2938.36
C_357,16.261,23.602,1.5,-3.848,3.834,-7.678,3.292,12.2738,39.583,30.379,0.009,-5.348,15.981,25.034,-148.799,39.583,35.42,43.431
C_1335,41.426,62.154,4.676,12.279,18.985,4.63,17.949,63.55,92.856,58.067,11.779,7.603,30.702,17.145,19.401,92.856,29.674,80.577
C_8596,146.754,1224.79,68.658,179.331,65.166,65.498,10.015,899.6386,1857.033,582.118,32.285,110.673,632.243,132.052,233.672,1857.033,218.947,1677.702
C_3737,429.263,505.695,715.202,962.79,0.0,508.407,167.595,1737.5062,1640.155,6352.862,2596.333,247.588,1134.46,466.052,1153.462,1640.155,3432.54,677.365
C_5183,627.593,1656.743,263.216,691.807,56.716,244.418,426.305,4209.2213,2348.55,7868.461,2425.235,428.591,691.807,481.653,2335.796,2348.55,4238.409,1656.743
C_5605,256.196,466.167,174.946,327.811,76.333,21.063,163.247,969.2509,904.441,2552.515,1529.501,152.865,438.274,150.742,-2257.904,904.441,1710.941,576.63
C_2485,163.044,107.213,12.27,18.94,41.644,1.303,50.817,368.9066,228.366,371.125,0.0,6.67,121.153,34.975,128.222,228.366,40.845,209.426
C_2831,228.373,147.608,1.46,-113.562,5.121,-130.999,6.351,234.2864,34.046,234.814,117.457,-115.022,-113.562,24.276,-342.962,34.046,144.929,147.608
C_5603,200.283,330.948,9.386,37.56,123.436,17.343,61.12,125.6906,499.293,290.227,0.0,28.174,168.345,50.696,63.826,499.293,57.75,461.733
C_1857,560.991,941.485,27.536,96.302,355.944,-60.449,133.978,679.6675,1246.914,855.457,59.709,68.766,305.429,189.231,461.362,1246.914,270.167,1150.612
C_4567,120.954,243.602,54.494,117.412,8.018,40.449,19.497,664.6946,461.914,1426.36,198.002,62.918,218.312,70.996,785.251,461.914,491.605,344.502
C_7684,73.622,41.674,0.543,26.909,7.976,20.139,16.451,545.6744,108.313,86.836,0.0,26.366,66.639,18.405,55.16,108.313,20.515,81.404
C_6091,43.478,57.911,2.444,4.694,40.545,0.879,0.0,45.0832,102.673,63.651,6.154,2.25,44.762,17.693,30.553,102.673,23.847,97.979
C_895,563.299,2390.761,98.11,613.231,52.455,471.439,430.605,4237.1121,3003.992,4603.955,2135.021,515.121,613.231,448.955,180.876,3003.992,3419.389,2390.761
C_41,937.947,1657.454,132.006,137.002,460.68,-299.519,364.338,421.8739,2397.979,3132.349,2164.002,4.996,740.525,626.225,-1182.802,2397.979,3124.779,2260.977
C_1987,2.688,7.231,1.392,1.857,0.0,-1.268,0.709,1.4575,9.088,25.592,20.674,0.465,1.857,3.641,-17.714,9.088,25.16,7.231
C_3588,17.892,13.165,0.347,-6.167,0.258,-3.838,1.676,5.4408,6.998,36.08,0.011,-6.514,-6.167,17.246,8.26,6.998,17.257,13.165
C_6272,0.72,2.227,0.085,0.207,0.0,-0.486,0.437,4.8555,6.645,4.968,2.959,0.122,4.418,1.617,-66.204,6.645,4.576,6.438
C_2060,22.516,8.47,0.029,-8.22,0.0,-12.714,0.149,15.0967,0.25,22.926,0.0,-8.249,-8.22,2.564,-456.864,0.25,2.564,8.47
C_4291,25.468,9.239,0.35,0.255,0.0,0.942,3.354,41.2435,18.871,33.931,0.14,-0.095,9.632,4.034,10.422,18.871,5.386,18.616
C_5604,450.928,507.612,110.522,161.919,0.0,28.598,125.704,801.7782,739.818,2347.73,393.063,51.397,232.206,191.488,309.07,739.818,729.951,577.899
C_2454,0.074,1.829,0.013,-1.391,0.0,-1.445,0.04,0.705,0.438,0.154,0.0,-1.404,-1.391,1.167,-7.261,0.438,1.167,1.829
C_6914,0.992,0.146,0.092,-2.912,0.103,-3.065,0.036,12.1448,0.589,1.238,0.788,-3.004,0.443,0.913,-24.779,0.589,1.701,3.501
C_4560,163.226,68.834,19.694,-6.951,4.929,-26.95,10.096,253.6256,146.633,202.876,0.0,-26.645,77.799,33.986,-55.383,146.633,34.885,153.584
C_5429,2.81,10.263,0.47,-1.063,0.683,-1.878,0.915,1.1408,14.579,3.646,0.07,-1.533,4.316,4.865,-55.177,14.579,5.061,15.642
C_5571,9.359,15.179,1.345,-21.954,1.698,-24.963,2.414,93.9304,24.705,15.508,0.0,-23.299,9.526,7.413,-47.869,24.705,7.438,46.659
C_3597,264.82,217.322,25.613,82.719,8.254,41.439,123.537,1085.6642,578.203,749.631,80.82,57.106,360.881,242.229,322.341,578.203,361.499,495.484
C_4726,25.653,17.823,0.16,-16.035,0.0,-20.533,0.0,160.665,1.788,119.398,0.0,-16.195,-16.035,20.633,-657.647,1.788,51.284,17.823
C_407,320.848,775.077,44.08,116.633,0.0,25.978,243.492,494.9223,1122.979,701.442,167.126,72.553,347.902,225.31,57.16,1122.979,520.496,1006.346
C_7326,41.939,173.462,3.879,9.033,21.319,3.115,15.793,73.4953,194.389,66.315,0.0,5.154,20.927,20.994,31.911,194.389,22.263,185.356
C_1542,1189.7,601.1,50.0,12.3,101.0,-171.7,246.8,838.0414,1052.6,1638.1,0.0,-37.7,451.5,469.6,735.0,1052.6,536.8,1040.3
C_1080,306.678,371.416,10.145,51.009,82.47,27.501,116.518,297.2451,679.718,425.504,4.992,40.864,308.302,83.25,472.512,679.718,202.841,628.709
C_8171,7.017,6.939,0.109,-6.844,0.052,-8.652,1.347,3.9229,0.095,11.515,0.0,-6.953,-6.844,2.38,-229.281,0.095,3.116,6.939
C_3786,343.765,410.0,34.286,587.9,0.0,477.939,99.052,11906.3126,1729.85,2053.061,1515.911,553.614,1319.85,355.434,316.612,1729.85,1927.197,1141.95
C_4165,41.536,180.75,8.314,-3.088,36.66,-13.978,1.882,8.9714,289.536,133.482,29.959,-11.402,108.786,84.177,-17.249,289.536,117.565,292.624
C_1462,1.095,2.836,0.2,-2.72,0.606,-2.434,0.275,0.2394,2.821,7.129,0.067,-2.92,-0.015,1.517,-1.092,2.821,6.742,5.541
C_3769,85.318,58.869,1.652,-47.398,0.0,-49.001,1.885,108.9414,11.471,93.865,4.169,-49.05,-47.398,20.639,-100.246,11.471,33.924,58.869
C_3446,549.419,1962.412,40.683,176.706,184.404,69.421,190.936,721.1789,2267.278,1304.393,503.732,136.023,304.866,271.676,146.901,2267.278,830.544,2090.572
C_2284,1351.008,609.712,23.689,221.771,43.635,108.634,1089.68,1841.8298,1035.74,2689.088,918.786,198.082,426.028,1248.789,816.289,1035.74,2247.594,813.969
C_5459,14.507,33.1,1.569,4.048,7.73,1.77,5.986,18.5535,44.684,32.854,0.0,2.479,11.584,4.523,1.763,44.684,6.126,40.636
C_3464,103.398,37.921,4.609,-13.616,12.119,26.761,10.743,275.4098,56.207,119.33,0.0,-18.225,18.286,28.384,-961.544,56.207,38.137,69.823
C_6802,1.75,5.63,0.087,-0.392,0.0,-0.284,1.281,1.6349,8.21,3.805,1.251,-0.479,2.58,9.787,-21.056,8.21,11.038,8.602
C_3023,12.672,12.49,14.257,1.532,0.0,-14.84,3.538,13.6487,23.72,119.621,0.0,-12.725,11.23,39.849,-83.083,23.72,50.016,22.188
C_7606,1099.4,1490.1,541.2,1326.3,0.0,542.3,813.7,21193.227,4009.2,16062.3,4889.2,785.1,2519.1,2320.3,2444.2,4009.2,8035.9,2682.9
C_5855,4.725,9.1,0.203,-8.242,0.102,-8.128,0.615,69.2415,0.858,5.84,0.009,-8.445,-8.242,0.73,-15.545,0.858,0.739,9.1
C_7006,406.853,610.5,79.286,321.845,102.584,146.411,252.313,1725.5908,1127.007,1007.03,150.0,242.559,516.507,116.815,362.101,1127.007,351.502,805.162
C_5029,1.813,0.389,0.136,-4.158,0.225,-4.92,0.554,3.0688,0.889,2.61,0.034,-4.294,0.5,1.213,-64.856,0.889,1.81,5.047
C_3031,10.304,8.8,0.18,0.524,4.234,0.17,2.342,19.9719,22.075,10.963,0.0,0.344,13.275,1.996,4.188,22.075,1.996,21.551
C_4141,1452.172,129.731,41.041,213.946,0.0,-99.929,269.15,2162.8123,843.147,2295.432,297.289,172.905,713.416,1335.419,-280.706,843.147,1730.796,629.201
C_6604,2535.354,660.893,405.917,861.699,0.0,298.373,479.889,9950.2374,2714.474,5461.77,874.08,455.782,2053.581,1210.709,-479.802,2714.474,2269.91,1852.775
C_7383,217.96,281.901,1.78,35.904,15.342,23.528,41.317,427.8278,324.821,366.097,5.2,34.124,42.92,66.816,76.955,324.821,72.016,288.917
C_6353,501.686,714.89,493.423,1025.602,9.715,796.533,412.982,2268.7315,1740.492,8592.17,2391.504,532.179,1025.602,522.975,2063.905,1740.492,3510.427,714.89
C_3336,19.709,19.514,1.161,2.993,0.353,1.399,8.89,17.6416,33.236,23.953,0.0,1.832,13.722,6.358,0.76,33.236,7.633,30.243
C_1499,729.719,906.999,68.249,165.419,182.201,32.247,213.02,3237.973,1765.631,1816.305,44.454,97.17,858.632,497.433,-80.917,1765.631,609.055,1600.212
C_4296,29.285,17.867,1.24,4.913,0.811,2.585,7.44,46.135,43.519,38.414,0.0,3.673,25.652,8.792,20.193,43.519,9.567,38.606
C_1275,69.901,15.912,16.014,47.966,1.012,23.795,10.759,455.8494,67.199,177.217,0.0,31.952,51.287,13.753,129.667,67.199,46.541,19.233
C_1321,72.907,68.023,11.038,48.61,0.0,9.829,23.497,155.9225,116.633,471.764,141.571,37.572,48.61,54.158,86.875,116.633,215.989,68.023
C_5115,71.348,332.031,0.425,2.433,53.72,-6.838,13.247,7.9154,396.982,86.014,6.91,2.008,64.951,69.409,-28.276,396.982,76.319,394.549
C_3865,11.497,3.366,1.336,1.211,0.13,-1.573,3.936,23.407,17.217,13.456,0.161,-0.125,13.851,9.438,-30.577,17.217,9.599,16.006
C_3503,0.102,0.0,0.0,-0.008,0.0,-0.008,0.09,0.2051,0.147,0.102,0.0,-0.008,0.147,0.755,-35.417,0.147,0.755,0.155
C_8516,27.935,31.433,0.0,-26.024,0.0,-5.329,3.026,202.376,5.409,27.935,15.779,-26.024,-26.024,18.117,-595.008,5.409,55.162,31.433
C_1492,197.212,216.747,7.906,34.993,67.301,16.975,114.997,268.3153,346.35,335.086,111.522,27.087,129.603,46.393,95.047,346.35,184.165,311.357
C_6816,80.32,5.148,48.95,-8.193,0.0,-53.433,7.125,1181.0304,49.032,212.062,0.0,-57.143,43.884,15.521,-119.28,49.032,22.875,57.225
C_7876,4.04,336.002,2.199,1.036,1.51,-0.523,0.379,13.1712,337.038,70.677,0.0,-1.163,1.036,75.904,-42.273,337.038,75.904,336.002
C_5480,110.285,113.54,25.592,47.384,0.0,-3.39,58.899,670.431,344.652,382.479,166.999,21.792,231.112,151.248,-214.633,344.652,339.536,297.268
C_2072,0.003,0.261,0.001,-1.846,0.0,-2.189,0.0,2.1208,0.265,0.005,0.0,-1.847,0.004,2.638,-4.338,0.265,2.638,2.111
C_5092,949.467,472.732,65.235,165.1,89.392,69.975,195.577,1670.2524,1267.225,1782.247,228.799,99.865,794.493,377.966,-114.558,1267.225,729.038,1102.125
C_717,508.136,1762.709,9.272,112.509,41.443,83.524,341.838,2968.3779,2008.821,692.603,0.0,103.237,246.112,163.391,190.25,2008.821,251.823,1896.312
C_5857,1.943,4.05,1.439,-10.416,0.048,-23.98,0.318,11.1291,6.69,11.256,1.345,-11.855,2.64,5.273,-102.752,6.69,6.618,17.106
C_1676,41.316,6.903,0.382,-1.176,0.533,3.058,0.808,46.3956,7.596,86.781,0.0,-1.558,0.693,12.731,79.618,7.596,25.813,8.772
C_8021,17.614,21.252,0.346,-0.102,5.047,-0.442,4.577,79.9842,32.298,18.167,0.012,-0.448,11.046,5.222,-128.108,32.298,5.424,32.4
C_6933,1.767,10.024,4.697,-14.614,0.232,-44.214,1.158,7.0321,7.508,10.233,8.039,-19.311,-2.516,4.272,-338.179,7.508,12.311,22.122
C_8187,0.212,0.345,0.049,-1.118,0.0,-2.156,0.095,1.3704,0.447,1.147,0.29,-1.167,0.102,0.913,-15.779,0.447,1.203,1.565
C_8731,0.211,0.539,0.856,-2.154,0.024,-3.03,0.09,6.0994,0.349,0.698,0.0,-3.01,-0.19,1.818,-8.526,0.349,1.822,2.503
C_790,105.185,210.666,20.418,0.346,40.461,-208.849,35.406,2.962,246.119,174.561,0.341,-20.072,35.453,501.15,-476.665,246.119,526.222,245.773
C_7844,0.063,0.092,0.002,-1.538,0.01,-2.179,0.009,3.2176,0.114,0.072,0.05,-1.54,0.022,0.706,-4.12,0.114,0.806,1.652
C_7162,249.869,151.521,6.906,-14.549,63.024,-42.981,7.672,443.1657,136.972,319.296,92.563,-21.455,-14.549,139.816,-805.276,136.972,323.254,151.521
C_1734,1410.7,3429.7,287.5,714.5,327.2,280.0,699.8,6191.7219,4144.2,11282.0,2956.3,427.0,714.5,1436.1,598.4,4144.2,7931.2,3429.7
C_6771,0.889,1.079,0.062,-0.793,0.0,-1.277,0.171,7.0759,3.04,1.069,0.0,-0.855,1.961,0.886,-2.476,3.04,0.886,3.833
C_4894,25.26,64.166,18.442,37.441,0.297,7.639,11.823,385.05,130.128,190.838,34.75,18.999,65.962,11.95,-12.018,130.128,50.946,92.687
C_2670,1433.414,235.074,14.071,237.28,0.0,229.832,321.587,15943.4814,862.21,1653.766,0.0,223.209,627.136,401.022,620.125,862.21,416.017,624.93
C_2792,0.002,7.051,0.014,-7.048,0.0,-6.368,0.0,0.5812,0.003,0.008,0.488,-7.062,-7.048,8.667,-21.069,0.003,9.155,7.051
C_3197,396.023,470.97,37.755,138.181,188.45,92.136,163.74,1763.2436,771.582,1265.122,216.815,100.426,300.612,200.53,575.309,771.582,505.712,633.401
C_2942,15.879,21.827,1.263,-20.619,0.057,-21.739,0.215,161.4158,1.208,29.308,11.465,-21.882,-20.619,2.646,-38.246,1.208,15.458,21.827
C_8468,203.552,254.53,2.6,10.382,3.894,-1.012,45.819,17.2805,273.261,293.267,0.0,7.782,18.731,233.026,28.13,273.261,233.317,262.879
C_5445,152.994,436.119,4.541,10.787,125.048,3.007,24.621,63.4076,534.464,202.666,5.14,6.246,98.345,108.468,6.687,534.464,113.608,523.677
C_3468,30.418,7.044,3.444,0.285,1.958,-19.224,2.671,1.013,13.505,35.794,0.176,-3.159,6.461,31.973,-36.513,13.505,32.149,13.22
C_1598,45.006,115.265,6.29,16.519,14.304,7.145,28.585,165.7088,160.898,105.23,19.103,10.229,45.633,22.149,39.558,160.898,45.6,144.379
C_2148,677.197,115.446,14.121,238.018,80.942,259.016,90.809,12886.6776,769.432,1054.346,0.0,223.897,653.986,105.998,384.784,769.432,117.456,531.414
C_8482,11.733,20.541,0.137,0.19,7.928,-0.074,2.76,24.1875,32.323,12.216,0.0,0.053,11.782,8.34,-37.321,32.323,8.34,32.133
C_444,48.239,7.44,0.386,-2.572,1.72,5.116,1.332,40.1176,11.438,52.797,2.278,-2.958,3.998,3.046,-44.134,11.438,5.782,14.01
C_7445,108.737,810.763,143.931,377.434,35.936,114.37,23.195,2209.0859,1290.62,2681.618,1232.946,233.503,479.857,200.553,851.276,1290.62,1576.494,913.186
C_6184,19.353,4.451,2.132,-18.206,2.706,-11.981,0.462,47.1965,2.981,45.63,1.757,-20.338,-1.47,5.949,11.178,2.981,15.082,21.187
C_6132,1213.298,223.071,77.743,351.307,0.0,238.334,89.192,12294.6936,1191.832,3312.957,0.0,273.564,968.761,154.159,601.766,1191.832,291.015,840.525
C_4136,47.297,138.637,3.584,14.728,0.0,-4.52,44.501,30.1768,190.192,92.168,55.524,11.144,51.555,28.915,-14.163,190.192,85.907,175.464
C_5948,0.866,2.59,0.009,-1.039,0.0,-1.108,0.0,4.8707,1.551,0.879,0.0,-1.048,-1.039,1.518,-51.371,1.551,1.518,2.59
C_5968,2.118,19.044,1.166,-5.775,0.69,-8.591,1.348,9.8899,13.269,8.212,1.118,-6.941,-5.775,4.229,-41.104,13.269,5.347,19.044
C_4280,0.105,0.077,0.033,-0.203,0.0,-0.235,0.0,0.364,0.057,0.325,0.0,-0.236,-0.02,1.042,-34.011,0.057,1.192,0.26
C_3595,24.151,251.279,10.211,20.086,10.819,2.533,6.503,103.9133,296.126,201.814,63.631,9.875,44.847,53.011,-151.829,296.126,188.69,276.04
C_2869,540.712,305.07,747.339,1368.76,0.0,369.127,175.143,4477.6759,1826.431,9391.363,2181.667,621.421,1521.361,648.945,412.646,1826.431,3071.628,457.671
C_233,2168.989,5940.308,212.93,681.831,113.709,259.659,1923.97,3082.4383,6909.417,4439.953,1324.223,468.901,969.109,1283.611,1057.881,6909.417,3047.929,6227.586
C_8528,338.442,291.082,9.338,322.496,0.0,288.862,122.757,1786.8137,696.651,849.612,1118.017,313.158,405.569,111.216,-466.707,696.651,1507.354,374.155
C_1079,6367.7,5200.0,1768.2,3391.6,2580.2,352.5,2881.0,14132.8926,11433.9,32734.9,13161.2,1623.4,6233.9,4587.8,4569.4,11433.9,20567.8,8042.3
C_6633,8.808,12.29,1.697,-11.151,0.0,-20.971,3.994,9.9588,17.719,10.339,0.0,-12.848,5.429,23.314,-149.505,17.719,25.234,28.87
C_3092,112.965,226.948,5.457,5.359,89.319,-1.422,17.493,85.0225,298.841,155.699,23.854,-0.098,71.893,60.147,70.486,298.841,84.001,293.482
C_1526,28.285,17.444,0.996,1.643,17.674,0.443,6.266,35.5612,24.364,39.511,0.0,0.647,6.92,5.899,26.959,24.364,5.899,22.721
C_7172,11.454,10.991,4.391,-2.286,0.906,-27.965,8.225,0.7004,16.445,43.092,0.0,-6.677,5.454,109.863,-115.316,16.445,109.863,18.731
C_5101,332.447,262.293,6.947,60.465,0.0,30.291,90.885,3321.2108,480.911,504.208,0.0,53.518,218.618,47.631,67.285,480.911,49.553,420.446
C_7037,94.556,27.824,1.504,6.144,4.506,13.509,12.152,260.7365,92.452,108.437,0.0,4.64,64.628,13.13,-34.861,92.452,14.998,86.308
C_5068,49.171,16.195,1.322,6.132,5.816,4.916,4.558,35.7529,37.173,51.582,0.0,4.81,20.978,5.242,16.22,37.173,5.274,31.041
C_6636,49.245,6.297,2.893,-4.705,0.0,-6.664,8.386,77.088,41.326,57.669,1.01,-7.598,35.029,24.971,-45.473,41.326,25.981,46.031
C_6603,375.31,417.287,269.817,90.586,27.441,-337.378,111.066,49.8799,852.879,1654.859,1689.737,-179.231,435.592,188.483,-1027.824,852.879,2071.751,762.293
C_734,24.875,131.724,3.915,15.154,6.027,6.164,12.214,69.3473,150.459,94.587,10.306,11.239,18.735,19.426,20.996,150.459,34.712,135.305
C_2635,306.013,134.658,3.747,-120.667,0.0,-118.871,7.039,2014.6666,13.991,314.821,0.0,-124.414,-120.667,18.912,-587.109,13.991,22.784,134.658
C_4825,5.219,4.081,0.707,-4.787,0.0,-5.672,0.78,0.6837,13.52,5.219,0.0,-5.494,9.439,3.337,-25.351,13.52,3.337,18.307
C_2055,103.994,65.17,2.309,4.782,37.373,1.242,24.88,65.0891,123.006,112.706,0.0,2.473,57.836,10.975,30.071,123.006,10.975,118.224
C_5417,7.259,0.218,0.162,-1.266,0.0,-1.156,0.044,29.9666,0.348,27.682,0.0,-1.428,0.13,0.078,-4.976,0.348,0.078,1.614
C_1546,2.832,5.328,0.757,-0.734,0.0,-6.919,2.08,3.7931,4.594,19.178,9.324,-1.491,-0.734,10.773,-8.931,4.594,20.097,5.328
C_2294,959.052,184.414,30.407,175.136,0.0,115.697,223.667,3395.944,979.264,1292.761,0.0,144.729,794.85,470.57,277.915,979.264,501.321,804.128
C_1439,663.192,1353.969,96.723,287.369,62.168,17.663,400.143,2377.0668,1641.338,5956.577,2106.863,190.646,287.369,1580.838,317.163,1641.338,4689.555,1353.969
C_805,0.441,0.611,0.059,-2.522,0.323,-2.76,0.0,2.1892,0.495,0.576,0.008,-2.581,-0.116,5.051,-45.031,0.495,5.059,3.017
C_6988,371.037,284.954,14.802,147.014,96.786,91.28,128.295,1605.6073,503.048,510.031,0.0,132.212,218.094,187.555,367.296,503.048,219.423,356.034
C_8199,1428.0,1010.0,130.0,216.0,28.0,30.0,602.0,4480.448,2164.0,2360.0,508.0,86.0,1154.0,1009.0,-924.0,2164.0,1865.0,1948.0
C_4956,161.803,527.735,11.191,24.245,30.593,-234.557,85.808,5.6921,645.756,277.793,0.549,13.054,118.021,385.233,-380.242,645.756,385.855,621.511
C_3162,21.266,13.824,9.022,26.698,0.354,9.752,5.797,61.3075,46.263,151.851,67.0,17.676,32.439,10.448,16.695,46.263,87.114,19.565
C_1479,470.357,669.584,9.708,37.51,22.14,26.128,66.433,760.9989,726.352,577.711,0.065,27.802,56.768,203.617,245.198,726.352,261.925,688.842
C_4824,20.675,22.469,2.163,6.023,0.0,2.863,13.875,42.2505,48.313,38.824,0.151,3.86,25.844,15.306,-26.949,48.313,15.624,42.29
C_8227,20.39,7.116,2.062,-37.558,8.354,-42.314,1.29,3.7734,8.994,28.197,24.922,-39.62,1.878,6.771,-216.245,8.994,44.685,46.552
C_3094,8.544,12.308,0.691,-2.156,0.128,-3.569,0.092,32.98,13.547,12.408,0.471,-2.847,1.239,4.306,-19.026,13.547,4.777,15.703
C_5939,682.0,4331.0,84.0,280.0,67.0,63.0,463.0,1027.0,4734.0,1364.0,900.0,196.0,403.0,765.0,-1824.0,4734.0,1777.0,4454.0
C_3054,177.231,62.079,3.781,-36.48,0.0,-50.071,66.288,1580.7392,244.344,231.111,17.208,-40.261,182.265,191.581,-306.929,244.344,240.851,280.824
C_4926,0.239,0.195,0.105,-1.315,0.043,-1.713,0.136,3.7084,0.415,0.697,0.015,-1.42,0.22,1.438,-6.667,0.415,1.65,1.73
C_6156,42.387,34.476,2.064,3.279,12.821,-3.886,0.397,44.7628,173.558,62.198,0.955,1.215,139.082,33.614,1.555,173.558,36.874,170.279
C_614,226.672,498.315,18.593,40.975,124.504,-31.168,86.123,164.8194,626.969,383.249,74.353,22.382,128.654,124.191,92.133,626.969,261.13,585.994
C_2488,23.854,63.992,1.403,-2.862,7.765,-12.07,14.171,12.5577,90.968,34.715,9.216,-4.265,26.976,24.896,-123.869,90.968,66.675,93.83
C_4781,28.835,88.196,0.863,3.421,21.344,1.508,7.005,3.056,101.331,34.963,6.18,2.558,13.135,11.863,11.208,101.331,18.707,97.91
C_4284,98.026,295.158,4.597,2.063,56.038,-11.879,40.756,28.9586,320.786,116.913,11.353,-2.534,25.628,60.253,-338.053,320.786,73.361,318.723
C_1069,604.0,1825.9,118.6,438.2,261.7,164.4,238.0,1211.1,2512.9,2482.0,601.3,319.6,687.0,540.4,798.5,2512.9,1588.9,2074.7
C_948,139.941,483.42,3.599,10.961,0.0,-12.151,133.245,21.2134,563.788,165.285,56.6,7.362,80.368,123.332,-79.414,563.788,180.744,552.827
C_4259,51.826,270.388,14.816,10.997,0.85,-11.803,36.624,1.25,281.385,158.29,0.0,-3.819,10.997,145.063,-13.853,281.385,152.143,270.388
C_105,660.9,746.359,40.707,145.908,156.356,-21.648,187.749,1795.9788,1182.611,1481.338,502.695,105.201,436.252,330.961,992.71,1182.611,922.626,1036.703
C_4341,15.209,39.087,1.706,8.405,4.763,4.447,9.004,63.346,60.338,33.604,3.151,6.699,21.251,7.111,12.584,60.338,10.262,51.933
C_5354,1.514,1.186,0.094,-4.383,0.765,-9.699,0.475,3.789,2.458,2.4,0.136,-4.477,1.272,8.351,-45.92,2.458,8.525,6.841
C_7213,1.064,1.73,0.038,-0.833,0.412,-2.599,0.408,2.1806,4.435,1.2,0.007,-0.871,2.705,7.386,-11.748,4.435,7.393,5.268
